Timestamp_ms,Sample_ID,Raw_Voltage,True_Anomalies,Filtered_Signal,Variance_Delta
1000,1,536.8357076505616,0,536.8357076505616,0.0
1100,2,505.0867849414408,0,520.9612462960013,-15.87446135456048
1200,3,544.3844269050346,0,528.7689731656791,15.61545373935553
1300,4,588.1514928204012,0,543.6146030793595,44.536889741041705
1400,5,500.2923312638332,0,534.9501487162543,-34.65781745242106
1500,6,500.293152152541,0,529.1739826223021,-28.880830469761122
1600,7,590.9606407753696,0,538.0006480727403,52.95999270262928
1700,8,550.3717364576454,0,539.5470341208535,10.824702336791916
1800,9,488.5262807032524,0,533.8780615188978,-45.351780815645384
1900,10,539.1280021792983,0,534.4030555849379,4.724946594360404
2000,11,488.8291153593769,0,529.6023963558193,-40.77328099644245
2100,12,488.71351232148714,0,527.965069093824,-39.25155677233687
2200,13,524.0981135783018,0,525.9364377611507,-1.8383241828489645
2300,14,416.3359877671101,0,508.75488725582164,-92.41889948871153
2400,15,425.75410837434833,0,501.3010649668731,-75.5469565925248
2500,16,483.88562353795135,0,499.66031210541405,-15.774688567462704
2600,17,461.3584439832788,0,486.70009242620506,-25.34164844292627
2700,18,527.7123666297637,0,484.4341554434168,43.27821118634688
2800,19,466.5987962239395,0,482.24140699548553,-15.64261077154606
2900,20,441.3848149332354,0,472.46708827087934,-31.082273337643926
3000,21,585.2824384460777,0,482.1124205795494,103.17001786652827
3100,22,500.71118497567323,0,483.312187844968,17.398997130705254
3200,23,515.3764102343962,0,482.4400175105774,32.93639272381881
3300,24,440.76259068932717,0,484.8826778027991,-44.120087113471925
3400,25,484.78086377374086,0,490.7853533427384,-6.004489568997542
3500,26,517.5461294854933,0,494.1514039374926,23.394725548000736
3600,27,454.45032112888487,0,493.46059165205315,-39.01027052316829
3700,28,530.7849009172836,0,493.7678450808053,37.017055836478335
3800,29,481.9680655040597,0,495.3047720088172,-13.336706504757501
3900,30,497.41531251033615,0,500.90782176652726,-3.492509256191113
4000,31,481.91466938853017,0,490.57104486077253,-8.65637547224236
4100,32,604.6139092254468,0,500.96131728574994,103.65259193969689
4200,33,511.3251387631033,0,500.5561901386206,10.768948624482732
4300,34,459.11445355220496,0,502.39137642490834,-43.27692287270338
4400,35,553.1272456051595,0,509.22601460805015,43.90123099710934
4500,36,450.95781750144886,0,502.5671834096458,-51.609365908196935
4600,37,522.4431797502377,0,509.36646927178106,13.076710478456675
4700,38,414.0164938060112,0,497.6896285606539,-83.67313475464266
4800,39,445.59069755507846,0,494.05189176575567,-48.461194210677206
4900,40,521.8430617934562,0,496.49466669406775,25.348395099388426
5000,41,548.9233289997705,0,503.1955326551918,45.727796344578735
5100,42,520.5684140594985,0,494.79098313859697,25.777430920901566
5200,43,506.217585880588,0,494.28022785034534,11.937358030242649
5300,44,496.9448152205356,0,498.06326401717854,-1.1184487966429515
5400,45,438.07390048162864,0,486.55792950482544,-48.4840290231968
5500,46,476.00778958026456,0,489.06292671270694,-13.055137132442383
5600,47,488.9680614520106,0,485.7154148828842,3.252646569126398
5700,48,564.8561113109458,0,500.7993766333777,64.05673467756816
5800,49,529.1809144784231,0,509.1583983257122,20.02251615271092
5900,50,423.8479922318633,0,499.35889136955285,-75.51089913768953
6000,51,528.2041984697397,0,497.2869783165497,30.917220153189987
6100,52,492.74588597918415,0,494.5047255085183,-1.758839529334125
6200,53,478.1538999847021,0,491.6983569189298,-13.544456934227696
6300,54,542.5838144420434,0,496.2622568410805,46.321557600962876
6400,55,563.5499761247976,0,508.8098644053974,54.740111719400204
6500,56,558.5640059558099,0,517.065486042952,41.49851991285789
6600,57,470.0391238388681,0,515.1725922816378,-45.1334684427697
6700,58,496.53938120743925,0,508.340919271287,-11.801538063847772
6800,59,528.5631715701782,0,508.27914498046255,20.28402658971561
6900,60,560.777256356118,0,521.972071392888,38.805184963229976
7000,61,488.0412881077355,0,517.9557803566876,-29.914492248952058
7100,62,502.71705116680914,0,518.95289687545,-16.23584570864091
7200,63,456.6832512996986,0,516.8058320069497,-60.122580707251075
7300,64,452.18966879596644,0,507.766417442342,-55.57674864637556
7400,65,552.6262911197099,0,506.6740489418333,45.9522421778766
7500,66,579.8120014285412,0,508.79884848910643,71.01315293943475
7600,67,508.39949392098333,0,512.6348854973179,-4.235391576334564
7700,68,562.1766448946012,0,519.1986118660341,42.9780330285671
7800,69,530.0818012523818,0,519.3504748342546,10.731326418127196
7900,70,479.7440122697438,0,511.2471504256171,-31.50313815587333
8000,71,530.0697802754207,0,515.4499996423856,14.619780633035134
8100,72,588.9018283232984,0,524.0684773580346,64.83335096526389
8200,73,510.2086980445024,0,529.4210220325149,-19.212323988012486
8300,74,590.2321827907003,0,543.2252734319884,47.00690935871194
8400,75,381.0127447955128,0,526.0639187995687,-145.0511740040559
8500,76,553.0951252187612,0,523.3922311785906,29.702894040170577
8600,77,516.3523534119086,0,524.1875171276831,-7.83516371577457
8700,78,497.0496324767066,0,517.6748158858937,-20.625183409187116
8800,79,516.5880388267751,0,516.325439643333,0.2625991834421484
8900,80,412.62155426995537,0,509.6131938433542,-96.99163957339886
9000,81,501.0164056081244,0,506.7078563766246,-5.691450768500204
9100,82,529.8556285755873,0,500.80323640185344,29.052392173733836
9200,83,585.8947022370758,0,508.37183682111083,77.52286541596493
9300,84,486.0864890863176,0,497.9572674506725,-11.870778364354862
9400,85,471.57531985534064,0,507.01352495665526,-35.43820510131462
9500,86,486.91214782077316,0,500.39522721685654,-13.483079396083383
9600,87,557.7701058851037,0,504.53700246417594,53.23310342092776
9700,88,528.4375554829842,0,507.6757947648037,20.761760718180483
9800,89,485.51198981164805,0,504.56818986329097,-19.056200051642918
9900,90,537.6633716556678,0,517.0723716018623,20.591000053805487
10000,91,516.8538774674021,0,518.65611878779,-1.8022413203879069
10100,92,560.4322495266445,0,521.7137808828957,38.71846864374879
10200,93,476.89734530613237,0,510.81404518980133,-33.91669988366897
10300,94,495.6168926701116,0,511.7670855481808,-16.150192878069163
10400,95,492.3945923433921,0,513.849012796986,-21.45442045359391
10500,96,438.8242525933941,0,509.040223274248,-70.2159706808539
10600,97,526.8060138532288,0,505.94381407106056,20.86219978216826
10700,98,525.0527636089945,0,505.6053348836616,19.447428725332884
10800,99,512.2556728321231,0,508.2797031857091,3.9759696464140006
10900,100,500.27064333124264,0,504.5404303532666,-4.269787022023934
11000,101,441.2314628974793,0,496.97818889627433,-55.74672599879506
11100,102,490.96773386173203,0,490.03173732978314,0.9359965319488879
11200,103,494.8642741736615,0,491.828430216536,3.0358439571255076
11300,104,471.88613653891906,0,489.4553546034167,-17.569218064497647
11400,105,503.93571441669957,0,490.60946681074745,13.326247605952119
11500,106,532.2025428407269,0,499.94729583548076,32.25524700524613
11600,107,606.3092950605266,0,507.89762395621045,98.4116711043161
11700,108,520.728890641592,0,507.46523665947024,13.263653982121753
11800,109,524.8775195361383,0,508.7274213298718,16.150098206266478
11900,110,508.2777042116916,0,509.52812741791666,-1.2504232062250367
12000,111,416.06143923504794,0,507.01112505167356,-90.94968581662562
12100,112,510.67430622753915,0,508.9817822882543,1.692523939284854
12200,113,515.0115104970513,0,510.9965059205932,4.015004576458068
12300,114,635.1621056242643,0,527.3241028291277,107.83800279513662
12400,115,502.3819517609439,0,527.1687265635521,-24.78677480260825
12500,116,527.0773671166806,0,526.6562089911475,0.42115812553311116
12600,117,510.26441151473784,0,517.0517206365687,-6.787309121830845
12700,118,453.5660981190234,0,510.3354413843118,-56.7693432652884
12800,119,569.141140725751,0,514.7618035032731,54.37933722247794
12900,120,549.5966516343387,0,518.8936982455377,30.702953388801006
13000,121,551.5515973521524,0,532.4427140572482,19.108883294904217
13100,122,466.53062726026303,0,528.0283461605206,-61.49771890025761
13200,123,582.139715546805,0,534.7411666654959,47.39854888130901
13300,124,441.90744686038596,0,515.4157007891083,-73.50825392872235
13400,125,541.3428546900135,0,519.3117910820151,22.031063607998362
13500,126,621.5227812904989,0,528.7563324993969,92.766448791102
13600,127,462.4731837434656,0,523.9772097222697,-61.504025978804066
13700,128,483.6851135198614,0,526.9891112623535,-43.30399774249213
13800,129,516.982568254382,0,521.7732540152167,-4.790685760834663
13900,130,486.82621729419003,0,515.4962105812018,-28.669993287011778
14000,131,434.4668284466934,0,503.78773369065595,-69.32090524396256
14100,132,515.4281487403014,0,508.6774858386598,6.75066290164159
14200,133,458.88481431369473,0,496.35199571534866,-37.46718140165393
14300,134,535.679621531759,0,505.7292131824859,29.95040834927312
14400,135,466.02878828830984,0,498.1978065423156,-32.16901825400578
14500,136,589.4967202508769,0,494.99520043835344,94.5015198125235
14600,137,472.83733538318813,0,496.03161560232576,-23.194280219137624
14700,138,495.89692418971623,0,497.2527966693112,-1.3558724795949502
14800,139,552.6758608684835,0,500.82212593072126,51.853734937762226
14900,140,450.45678417830226,0,497.1851826191325,-46.72839844083023
15000,141,523.3729967302065,0,506.07579944748375,17.297197282722777
15100,142,577.3571377141214,0,512.2686983448659,65.08843936925552
15200,143,431.6258382719386,0,509.54280074069027,-77.91696246875165
15300,144,521.2316929266152,0,508.09800788017594,13.133685046439268
15400,145,524.9941397124212,0,513.994543022587,10.99959668983422
15500,146,551.0911435888655,0,510.1539853563859,40.937158232479646
15600,147,450.1524644560959,0,507.8854982636766,-57.73303380758068
15700,148,445.9771693457862,0,502.89352277928367,-56.91635343349748
15800,149,538.0970782808449,0,501.43564452051976,36.66143376032517
15900,150,526.8492336616594,0,509.07488946885553,17.774344192803824
16000,151,989.9355436586002,1,555.7311441616949,434.20439949690524
16100,152,942.4633682912769,1,592.2417672194103,350.22160107186653
16200,153,855.9630369920175,1,634.6754870914183,221.28754990059917
16300,154,523.6126848580502,0,634.9135862845618,-111.30090142651159
16400,155,526.6536236649341,0,635.079534679813,-108.42591101487892
16500,156,476.28242909868163,0,627.5986632307947,-151.3162341321131
16600,157,605.2887255572379,0,643.1122893409089,-37.823563783671034
16700,158,535.6916460455893,0,652.0837370108892,-116.39209096529987
16800,159,452.4348251398676,0,643.5175116967915,-191.08268655692393
16900,160,544.8276804316915,0,645.3153563737947,-100.48767594210312
17000,161,463.26591648863393,0,592.648393656798,-129.3824771681641
17100,162,551.3542301871227,0,553.5374798463827,-2.1832496592600137
17200,163,569.9297789503702,0,524.9341540422179,44.99562490815231
17300,164,470.9658840824145,0,519.6694739646543,-48.70358988223984
17400,165,560.1688064622161,0,523.0209922443826,37.14781421783357
17500,166,532.6390463468249,0,528.6566539691969,3.9823923776280026
17600,167,553.1030079997245,0,523.4380822134456,29.6649257862789
17700,168,606.8396491326973,0,530.5528825221563,76.28676661054101
17800,169,499.73059419985645,0,535.2824594281552,-35.551865228298766
17900,170,474.3131917821255,0,528.2310105631987,-53.91781878107315
18000,171,467.5242785187238,0,528.6568467662077,-61.132568247483846
18100,172,471.2094857517281,0,520.6423723226682,-49.43288657094007
18200,173,508.1449145292948,0,514.4638858805606,-6.318971351265816
18300,174,529.0575987408322,0,520.2730573464023,8.78454139442988
18400,175,525.834539966501,0,516.8396306968309,8.994909269670075
18500,176,553.3591624518012,0,518.9116423073285,34.44752014447272
18600,177,512.6500945938953,0,514.8663509667456,-2.216256372850239
18700,178,584.6767038578658,0,512.6500564392625,72.02664741860337
18800,179,498.7671583381022,0,512.553712853087,-13.786554514984743
18900,180,648.008458329481,0,529.9232395078225,118.08521882165849
19000,181,543.2833673882503,0,537.4991483947751,5.784218993475179
19100,182,469.1421221791859,0,537.292412037521,-68.1502898583351
19200,183,458.4553750969444,0,532.323458094286,-73.86808299734162
19300,184,536.1236207621592,0,533.0300602964186,3.0935604657406657
19400,185,500.82686073370746,0,530.5292923731392,-29.70243163943178
19500,186,547.7000247046046,0,529.9633785984196,17.73664610618505
19600,187,535.6618812286772,0,532.2645572618978,3.3973239667793678
19700,188,508.3585543671564,0,524.6327423128268,-16.274187945670462
19800,189,469.6603140965798,0,521.7220578886747,-52.061743792094944
19900,190,436.25763876570676,0,500.5469759322972,-64.28933716659043
20000,191,489.67425239664897,0,495.1860644331371,-5.511812036488152
20100,192,554.8199397161736,0,503.75384618683586,51.06609352933776
20200,193,522.7046872065102,0,510.17877739779243,12.525909808717813
20300,194,449.7130610644006,0,501.53772142801665,-51.82466036361603
20400,195,520.6590462925591,0,503.5209399839017,17.13810630865737
20500,196,531.2658689864419,0,501.8775244120855,29.38834457435638
20600,197,467.80712818994334,0,495.092049108212,-27.284920918268654
20700,198,519.6862552972764,0,496.2248192012241,23.461436096052296
20800,199,514.9104359222999,0,500.74983138379605,14.16060453850389
20900,200,454.85148510846886,0,502.6092160180723,-47.757730909603424
21000,201,529.8893680174142,0,506.6307275801488,23.2586404372654
21100,202,540.0392263184117,0,505.15265624037255,34.88657007803914
21200,203,566.1525621587639,0,509.497443735598,56.6551184231659
21300,204,564.6901026017451,0,520.9951478893324,43.69495471241271
21400,205,443.1165316021454,0,513.240896420291,-70.12436481814564
21500,206,465.10874800424386,0,506.6251843220713,-41.51643631782741
21600,207,537.751763360433,0,513.6196478391203,24.1321155213127
21700,208,537.6892975456104,0,515.4199520639536,22.269345481656842
21800,209,537.7523843153024,0,517.7041469032539,20.04823741204848
21900,210,704.6365745327361,0,542.6826558456806,161.95391868705542
22000,211,540.5445255346583,0,543.7481715974051,-3.2036460627467704
22100,212,568.7782820090299,0,546.6220771664669,22.156204842563056
22200,213,559.7000881746601,0,545.9768297680564,13.72325840660369
22300,214,544.5695625652899,0,543.9647757644109,0.6047868008789692
22400,215,496.2365377679827,0,549.2767763809945,-53.04023861301181
22500,216,549.9484610246634,0,557.7607476830366,-7.812286658373182
22600,217,473.3587392731214,0,551.3214452743055,-77.96270600118407
22700,218,500.15906966299957,0,547.5684224860444,-47.4093528230448
22800,219,487.7318226085448,0,542.5663663153687,-54.834543706823865
22900,220,516.0937069693161,0,523.7120795590266,-7.618372589710475
23000,221,627.7329283336754,0,532.4309198389283,95.30200849474716
